tweet_id,author_id,in_response_to_tweet_id,created_at,text,response_tweet_id
694,AmazonHelp,695,Tue Oct 31 22:15:28 +0000 2017,@115853 I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: https://t.co/z6evtFsZI5 ^BN,694
1692,AmazonHelp,1695,Tue Oct 31 22:43:00 +0000 2017,@116081 Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ,1692
1696,AmazonHelp,1693,Tue Oct 31 22:58:00 +0000 2017,@116081 I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN ^AG,1696
1697,AmazonHelp,1699,Tue Oct 31 22:42:00 +0000 2017,@116082 Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there. ^SK,1697
1700,AmazonHelp,1698,Tue Oct 31 22:52:33 +0000 2017,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ,1700
1704,AmazonHelp,1701,Tue Oct 31 23:06:00 +0000 2017,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so: https://t.co/hApLpMlfHN ^CH,1704
1705,AmazonHelp,1706,Tue Oct 31 22:42:00 +0000 2017,@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH,1705
1707,AmazonHelp,1708,Tue Oct 31 19:11:00 +0000 2017,@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,1707
1709,AmazonHelp,1710,Tue Oct 31 22:41:11 +0000 2017,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL,1709
1711,AmazonHelp,1713,Tue Oct 31 22:41:00 +0000 2017,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO,1711
1714,AmazonHelp,1715,Tue Oct 31 22:40:00 +0000 2017,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG,1714
1716,AmazonHelp,1718,Tue Oct 31 22:39:27 +0000 2017,@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM,1716
1719,AmazonHelp,1717,Tue Oct 31 22:44:33 +0000 2017,"@116087 Thank you for keeping us posted, Rachael! ^BA",1719
1720,AmazonHelp,1722,Tue Oct 31 22:36:00 +0000 2017,"@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA",1720
1723,AmazonHelp,1721,Tue Oct 31 22:47:28 +0000 2017,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB",1723
1725,AmazonHelp,1724,Tue Oct 31 23:04:01 +0000 2017,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,1725
1727,AmazonHelp,1726,Tue Oct 31 23:31:00 +0000 2017,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,1727
1734,AmazonHelp,1736,Tue Oct 31 22:35:00 +0000 2017,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,1734
1737,AmazonHelp,1735,Tue Oct 31 22:47:00 +0000 2017,"@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL",1737
1739,AmazonHelp,1741,Tue Oct 31 22:34:00 +0000 2017,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL",1739
1742,AmazonHelp,1740,Sat Nov 04 01:48:57 +0000 2017,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP,1742
1743,AmazonHelp,1745,Tue Oct 31 22:32:29 +0000 2017,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks! ^AJ",1743
1746,AmazonHelp,1744,Tue Oct 31 22:56:37 +0000 2017,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,1746
1747,AmazonHelp,1748,Tue Oct 31 22:32:27 +0000 2017,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT",1747
1749,AmazonHelp,1748,Tue Oct 31 22:31:00 +0000 2017,@116094 I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: https://t.co/KctVgMFvbp (1/2),1749
1750,AmazonHelp,1752,Tue Oct 31 22:29:27 +0000 2017,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,1750
2532,AmazonHelp,2533,Tue Oct 31 22:59:00 +0000 2017,@116312 わざわざご連絡をいただき、ありがとうございます。問題が改善されたようで、何よりでございます。万が一再度お困りのことがございましたら、ご遠慮なくお知らせください🙏 YM,2532
2534,AmazonHelp,2535,Sun Oct 29 11:54:00 +0000 2017,@116312 こちらこそリプライいただきありがとうございます！ご様子を見ていただき、改善されない場合、お早目にカスタマーサービスにご連絡いただければと存じます。よろしくお願いいたします m(_ _)m HM,2534
2536,AmazonHelp,2537,Sun Oct 29 09:21:25 +0000 2017,@116312 かしこまりました。端末、ルーター、モデムを再起動し改善するかお試しください。https://t.co/mUMGYDqPEM 改善しない場合、カスタマーサービスにお知らせください。https://t.co/NtNAX37Sr4 ET https://t.co/kp0Ug6rMsZ,2536
2538,AmazonHelp,2539,Sun Oct 29 08:55:53 +0000 2017,@116312 アマゾンです。お困りの状況が特定できないのですが、エラーメッセージや画面の状況、操作方法など詳しい状況を教えていただけますか。ご利用端末はテレビですかPS4などのゲーム機でしょうか。ET,2538
2542,AmazonHelp,2544,Tue Oct 31 22:58:28 +0000 2017,@116314 How long has it been since you've e-mailed the seller? ^TR,2542
2545,AmazonHelp,2543,Tue Oct 31 23:25:31 +0000 2017,"@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN",2545
2546,AmazonHelp,2547,Tue Oct 31 20:26:00 +0000 2017,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,2546
2548,AmazonHelp,2549,Tue Oct 31 19:38:28 +0000 2017,@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,2548
2550,AmazonHelp,2551,Tue Oct 31 22:58:27 +0000 2017,"@116315 Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß ^JS",2550
2552,AmazonHelp,2553,Tue Oct 31 17:16:26 +0000 2017,"@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW",2552
2554,AmazonHelp,2556,Tue Oct 31 22:58:27 +0000 2017,"@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE",2554
2557,AmazonHelp,2555,Wed Nov 01 02:15:00 +0000 2017,@116317 I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN ^EA,2557
2558,AmazonHelp,2559,Tue Oct 31 22:49:00 +0000 2017,@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB,2558
2560,AmazonHelp,2561,Tue Oct 31 22:57:00 +0000 2017,@116318 We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B ^CC,2560
2564,AmazonHelp,2565,Tue Oct 31 22:54:27 +0000 2017,"@116319 I'm sorry it hasn't arrived! Please reach us here: https://t.co/e6dQwzp386, so we can look into available options. ^SJ",2564
2566,AmazonHelp,2568,Tue Oct 31 22:50:35 +0000 2017,"@116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ",2566
2569,AmazonHelp,2570,Tue Oct 31 22:50:35 +0000 2017,"@116321 I would like someone from our team to take a look into this for you, Sanu. Please reach out here: https://t.co/QtC7bueYoR ^LA",2569
2571,AmazonHelp,2572,Tue Oct 31 22:13:52 +0000 2017,@116321 Have you had a chance to speak with your bank regarding the refund? ^EA,2571
2573,AmazonHelp,2574,Tue Oct 31 21:58:00 +0000 2017,@116321 When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund? ^LR,2573
2575,AmazonHelp,2577,Tue Oct 31 21:39:30 +0000 2017,"@116321 I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG",2575
2578,AmazonHelp,2580,Tue Oct 31 22:49:00 +0000 2017,"@116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC",2578
2582,AmazonHelp,2581,Wed Nov 01 21:42:28 +0000 2017,@116322 We'd like to look deeper into this issue. Please provide us with more information here: https://t.co/wpDDiHUP4k. ^LH,2582
2583,AmazonHelp,2584,Tue Oct 31 22:48:00 +0000 2017,@116323 We're definitely here to help! Please reach out to us by phone here: https://t.co/JzP7hlA23B ^SE,2583
2585,AmazonHelp,2586,Tue Oct 31 20:48:00 +0000 2017,@116323 I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB,2585
2587,AmazonHelp,2591,Tue Oct 31 22:45:00 +0000 2017,@116325 We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHN Please keep us updated. ^FJ,2587
2592,AmazonHelp,2594,Tue Oct 31 20:35:32 +0000 2017,@116325 Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? ^AF https://t.co/1XyLaGkcaN,2592
2595,AmazonHelp,2598,Tue Oct 31 20:04:28 +0000 2017,@116325 Can you tell us what insight / advice was provided with when you spoke with us last? We'd like to help if we can. ^BG,2595
2599,AmazonHelp,2602,Tue Oct 31 19:23:37 +0000 2017,"@116325 Sorry for the poor experience. Without giving any account information, could you tell us what's going on? We'd love top help! ^MH",2599
3654,AmazonHelp,3655,Wed Nov 22 10:13:29 +0000 2017,"@116586 Hi, you can edit your order at any time before it enters the dispatch process. To do this please check out our help page: https://t.co/wRa3FyXyBb ^KI",3654
3722,AmazonHelp,3724,Tue Oct 31 23:11:29 +0000 2017,"@116610 We'd like to take a look into this with you. When you have a moment, please reach out to us here: https://t.co/qy3J24VGxb ^AC",3722
3725,AmazonHelp,3726,Tue Oct 31 23:02:00 +0000 2017,@116610 Is everything in your basket eligible? You can find more info here: https://t.co/d1x19RiAXm Let us know if this helps! ^EB,3725
3727,AmazonHelp,3729,Tue Oct 31 23:11:29 +0000 2017,@116611 I'm sorry for the trouble! Have you tried the steps outlined here? https://t.co/POJ37mWiEk ^LA,3727
3730,AmazonHelp,3728,Tue Oct 31 23:15:34 +0000 2017,@116611 Hmm.... Let's take a closer look into what's going on here: https://t.co/jzvkhdlrK5 ^ML,3730
3731,AmazonHelp,3733,Tue Oct 31 23:07:02 +0000 2017,@116612 I'm sorry your account is locked! Please reach out directly to us here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^TN,3731
3734,AmazonHelp,3732,Tue Oct 31 23:36:32 +0000 2017,"@116612 The link ^TN provided will allow you to contact us without signing in! Select ""skip log in"" and you'll be in touch in no time! ^VB",3734
3735,AmazonHelp,3737,Tue Oct 31 23:06:31 +0000 2017,@116613 Hier findest du alle Infos darüber: https://t.co/FSmvkW0SJB ^AS,3735
3738,AmazonHelp,3736,Wed Nov 01 05:10:28 +0000 2017,"@116613 Du hast die Möglichkeit, Amazon.de Geschenkkarten aus dem stationären Handel für deine Bestellungen einzulösen. Gruß ^DS",3738
3739,AmazonHelp,3740,Tue Oct 31 23:04:57 +0000 2017,@116614 Olá Georgiano. Sinto muito em saber disso. Por favor entre em contato com o nosso SAC no seguinte link: https://t.co/ouAOLcNWp4 ^JJ,3739
3741,AmazonHelp,3742,Tue Oct 31 23:01:36 +0000 2017,"@116615 Not what we like to hear at all, Ramya! Was this shipped by us or a seller? You can check here: https://t.co/PyACxvY8Qo ^BL",3741
3743,AmazonHelp,3744,Tue Oct 31 23:01:36 +0000 2017,@116616 ¿Puedes explicarnos bien el inconveniente y mandarnos los detalles en este enlace por favor? https://t.co/kUkXHFkYWd ^JJ,3743
3745,AmazonHelp,3746,Tue Oct 31 22:36:29 +0000 2017,"@116616 David, te recomendamos no compartir informaciones personales por este medio, te sugerimos editar o eliminar este mensaje. (1/2)",3745
3747,AmazonHelp,3749,Tue Oct 31 23:00:27 +0000 2017,@116617 Have you already tried a restart? Kind regards ^NW,3747
3750,AmazonHelp,3748,Wed Nov 01 05:04:00 +0000 2017,@116617 Is this still ongoing? What devices are you using? ^AN,3750
3752,AmazonHelp,3751,Wed Nov 01 09:58:00 +0000 2017,@116617 What devices are you using for Amazon Video? ^AN,3752
3754,AmazonHelp,3753,Wed Nov 01 10:24:27 +0000 2017,@116617 In this case please contact my colleagues via: https://t.co/LFLW8z8jr2 They will help you! Regards ^DW,3754
3755,AmazonHelp,3753,Thu Nov 02 10:25:31 +0000 2017,@116617 Hi! I just wanted to ask if my colleagues could assist you? Regards ^TA,3755
3757,AmazonHelp,3756,Thu Nov 02 10:47:31 +0000 2017,@116617 Changing language is just a simple click: https://t.co/CXXk5VglR4 You can reach our support here: https://t.co/aAfOxTGpe1 ^UK,3757
3758,AmazonHelp,3759,Tue Oct 31 23:00:27 +0000 2017,"@116619 I'm sorry your parcel wasn't delivered. Please reach us here: https://t.co/XRh1cqD2lT, so we can look into this with you. ^MO",3758
4787,AmazonHelp,4788,Tue Oct 31 23:25:39 +0000 2017,@116830 Oh no! Did we miss the expected delivery date from your confirmation e-mail here: https://t.co/OmqrPtDrzj Please let us know. ^KL,4787
4828,AmazonHelp,4829,Tue Oct 31 23:21:32 +0000 2017,@116845 I'm sorry for the trouble! Let's go over your available options here: https://t.co/JzP7hlA23B ^LL,4828
4830,AmazonHelp,4831,Tue Oct 31 23:21:32 +0000 2017,@116846 Alexa is a free download you will need to set-up your new Amazon Echo! You can learn more here: https://t.co/f8fHTB1Gs5 ^BN,4830
4832,AmazonHelp,4834,Tue Oct 31 23:20:32 +0000 2017,"@116847 Uh oh! If you can't recover it, please reach out to us here and we'll see what options are available: https://t.co/VoPytkt92p ^MB",4832
4836,AmazonHelp,4838,Wed Nov 22 10:38:51 +0000 2017,@116848 アマゾンです。重ねてのご案内となりますが、カスタマーサービスにて状況を確認させていただきます。こちらからお問い合わせください。https://t.co/NtNAX2Qh2u サインインが出来ない場合は、フリーダイヤル：0120-999-373へ直接ご連絡ください。ET,4836
4839,AmazonHelp,4837,Wed Nov 22 12:08:55 +0000 2017,@116848 恐れ入ります。調査結果を今しばらくお待ちくださいますようお願いいたします。リプライありがとうございました。 SM,4839
4846,AmazonHelp,4850,Tue Oct 31 23:20:32 +0000 2017,"@116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT",4846
4851,AmazonHelp,4849,Thu Nov 02 15:12:37 +0000 2017,@116849 We want our team to investigate this further with you. Please reach out to us using the secure link: https://t.co/m1LX91jiEQ,4851
4852,AmazonHelp,4853,Tue Oct 31 18:05:02 +0000 2017,"@116849 I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided. ^SD",4852
4854,AmazonHelp,4855,Tue Oct 31 14:13:27 +0000 2017,@116849 I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated! ^MH,4854
4856,AmazonHelp,4857,Tue Oct 31 02:36:31 +0000 2017,@116849 Please reach out to us directly here: https://t.co/jzvkhdlrK5 We'd love to help get you logged in! ^TN,4856
4858,AmazonHelp,4859,Tue Oct 31 00:47:34 +0000 2017,@116849 Sorry you're having problems logging in. Please let us know which Amazon site you are using (.com .es). Thanks. ^SE,4858
4860,AmazonHelp,4861,Tue Oct 31 23:17:37 +0000 2017,"@116850 Oh no! Have you had a chance to report this to us: https://t.co/CYqkdUakWJ? If so, what options and insight did we provide? ^GM",4860
4862,AmazonHelp,4864,Tue Oct 31 23:16:02 +0000 2017,"@116851 I'm sorry for the poor experience, Skylar. Were you given a reason for the delay? Check here: https://t.co/KhGfgWxX2q ^FD",4862
4865,AmazonHelp,4863,Tue Oct 31 23:57:00 +0000 2017,"@116851 To confirm, what does the latest tracking update show? Please check here: https://t.co/eR31oAnsW2 ^BE",4865
4867,AmazonHelp,4868,Tue Oct 31 23:16:00 +0000 2017,"@116852 I'm very sorry about your lost package, Lodi! We'd like to help! Please reach out to us here: https://t.co/hApLpMlfHN ^HM",4867
4945,AmazonHelp,4947,Sun Nov 26 00:29:27 +0000 2017,"@116874 Gracias por la información, Quirino. Por favor, contacta con nuestros colegas de Servicio al Cliente para una atención personalizada y puedan darte información precisa sobre tu paquete. Lo puedes hacer a través del siguiente enlace: https://t.co/beR78zMMYB ^LC",4945
4948,AmazonHelp,4946,Sun Nov 26 00:47:00 +0000 2017,@116874 ¡Nos alegra saberlo Quirino! Te agradecemos que nos hayas contactado y esperamos que puedas disfrutar de tu compra. Quedamos a tu servicio. ¡Saludos! ^PC,4948
4949,AmazonHelp,4950,Sun Nov 26 00:23:00 +0000 2017,@116874 Quirino al ingresar al correo de confirmación de compra te aparecerá un enlace en el cual esta el número de guía de tu pedido. También puedes utilizar la siguiente información para contactar con el transportista: https://t.co/mEKBC5rf63 ^PC,4949
4951,AmazonHelp,4952,Sun Nov 26 00:19:30 +0000 2017,"@116874 ¡Hola, Quirino! Lamentamos cualquier confusión generada, ¿te has puesto en contacto con el transportista asignado a la entrega? ^LC",4951
4953,AmazonHelp,4954,Sun Nov 26 00:28:50 +0000 2017,@116876 I'm sorry for the frustration! We'd like to investigate and escalate this to the correct team. Please send us your details here: https://t.co/z3ZEuyUDXX ^JP,4953
4955,AmazonHelp,4957,Sun Nov 26 00:27:57 +0000 2017,"@116877 I'm sorry for the ongoing trouble with your deliveries! Have you had a chance to contact us about this: https://t.co/JzP7hlA23B? If so, what information or options were we able to offer? ^SB",4955
4958,AmazonHelp,4956,Sun Nov 26 01:06:26 +0000 2017,@116877 Thanks for the additional information. Keep us posted on the arrival of your packages! Let us know if you have any further questions. ^SW,4958
5116,AmazonHelp,5117,Sun Nov 26 00:27:27 +0000 2017,"@116912 Thanks for reaching back out to us! If your item is not eligible for replacement, you can still return the item for a full refund instead. You can view your replacement and/or return options here: https://t.co/TGLNUK2VHy ^BN",5116
5118,AmazonHelp,5119,Sun Nov 26 00:17:29 +0000 2017,@116912 I'm sorry your items arrived in these conditions. Let's explore your return or replacement options here: https://t.co/RbboDygtAu ^GG,5118
5120,AmazonHelp,5121,Sun Nov 26 00:27:00 +0000 2017,"@116913 I'd like to have a member of our team ensure this is escalated to the correct teams for investigation. When you have a moment, please send us as many details as possible here: https://t.co/DFWr7dqiz5 ^SB",5120
5123,AmazonHelp,5124,Sun Nov 26 00:16:00 +0000 2017,"@116913 We'd like to make sure this is addressed, Eric. Would you tell us more about what happened? ^AM",5123
5126,AmazonHelp,5128,Sun Nov 26 00:24:37 +0000 2017,"@116914 I understand your frustration! Our team would like a chance to address this concern. At your convenience, include your details here: https://t.co/hKZOmv3DMU ^SJ",5126
5129,AmazonHelp,5127,Wed Nov 29 06:03:00 +0000 2017,@116914 I'm truly sorry for the inconvenience! We don't have access to your account via Twitter. We'd like to help if we can. Please connect with us here so we can assist you: https://t.co/hApLpMlfHN ^MO,5129
5130,AmazonHelp,5131,Sun Nov 26 00:09:00 +0000 2017,"@116914 I'm so sorry to hear your order was scanned as delivered when it wasn't. We'd like to help if we can. Just to confirm, who's the carrier shown on your order here: https://t.co/wBHsNpkyQZ? ^CC",5130
5132,AmazonHelp,5134,Sun Nov 26 00:23:27 +0000 2017,"@116915 I'm sorry for the frustration! We'd love to help but are unable to access your Amazon account via Twitter. You can view the latest tracking information for your order, including if it has shipped, here: https://t.co/Y5jpI9gRhE ^LR",5132
5135,AmazonHelp,5133,Sun Nov 26 00:31:00 +0000 2017,"@116915 If you would like to contact our support team via phone, please give us a call so we can review these details with you: 1-866-216-1072. ^WM",5135
5136,AmazonHelp,5137,Sun Nov 26 00:23:27 +0000 2017,@116916 I'm sorry you have received your item! Can you please tell us the intended delivery date stated in your order confirmation e-mail? ^AC,5136
5138,AmazonHelp,5139,Sun Nov 26 00:23:00 +0000 2017,@116917 I'm sorry for this wait. Has the tracking information on your order updated: https://t.co/Y5jpI9gRhE? Deliveries continue through to 8PM so please keep us in the loop on your order's arrival. Thank you. ^DO,5138
5140,AmazonHelp,5142,Sun Nov 26 00:22:33 +0000 2017,@116918 突然のリプライで、驚かせてしまってすみませんでした (´・ω・`) また、お困りごとやご不明点などあれば、ご遠慮なくお声がけくださいませ。 引き続き、Amazonをよろしくお願いします(o*。_。)oペコッ,5140
5143,AmazonHelp,5141,Sun Nov 26 00:35:28 +0000 2017,@116918 ( ´∀｀)bｸﾞｯ! TY,5143
5144,AmazonHelp,5145,Sun Nov 26 00:15:00 +0000 2017,@116918 一部の商品では、コンビニ・ATM・ネットバンキング・電子マネー払いが選択できない場合がございます。詳細は、下記ご参照ください。https://t.co/VcRraQMtn0 なお、クレジットカード以外でのお支払いをご希望の場合は、Amazonギフト券のご利用をご検討くださいませ。TY,5144
5146,AmazonHelp,5147,Sat Nov 25 23:55:31 +0000 2017,@116918 おはようございます！(＾◇＾) Amazonのお支払い方法にて、何かお困りでしたか？TY,5146
5148,AmazonHelp,5149,Sun Nov 26 00:21:26 +0000 2017,@116919 Very strange! Is your friend able to replicate the issue on his app? You might also need to try uninstalling and reinstalling the app. ^JP,5148
